Domain Accession	Domain name	Count	Proteins	Accession proteins	N_dl/N_pl / N_dy/N_py	N_d_list/N_p_list	N_d_yeast/N_p_yeast
IPR000504	RRM_dom	5	['Nrp1', 'Pub1', 'Pub1', 'Pub1', 'Whi3']	['P32770', 'P32588', 'P32588', 'P32588', 'P34761']	6.633333333333334	0.09803921568627451	0.014779781259237363
IPR001876	Znf_RanBP2	2	['Nrp1', 'Nrp1']	['P32770', 'P32770']	66.33333333333333	0.0392156862745098	0.0005911912503694946
IPR001305	HSP_DnaJ_Cys-rich_dom	1	['Ydj1']	['P25491']	26.533333333333335	0.0196078431372549	0.0007389890629618681
IPR001623	DnaJ_domain	1	['Ydj1']	['P25491']	6.317460317460317	0.0196078431372549	0.0031037540644398465
IPR002939	DnaJ_C	1	['Ydj1']	['P25491']	22.11111111111111	0.0196078431372549	0.0008867868755542418
IPR006671	Cyclin_N	2	['Cln3', 'Cln2']	['P13365', 'P20438']	16.583333333333332	0.0392156862745098	0.0023647650014779783
IPR039198	Srl3/Whi5	1	['Whi5']	['Q12416']	66.33333333333333	0.0196078431372549	0.0002955956251847473
IPR000719	Prot_kinase_dom	6	['Cdc28', 'Ste20', 'Ste11', 'Ste7', 'Fus3', 'Cla4']	['P00546', 'Q03497', 'P23561', 'P06784', 'P16892', 'P48562']	6.745762711864407	0.11764705882352941	0.01744014188590009
IPR003163	Tscrpt_reg_HTH_APSES-type	2	['Swi4', 'Mbp1']	['P25302', 'P39678']	53.06666666666667	0.0392156862745098	0.0007389890629618681
IPR040822	Swi6_N	1	['Swi6']	['P09959']	132.66666666666666	0.0196078431372549	0.00014779781259237365
IPR000366	GPCR_STE2	1	['Ste2']	['D6VTK4']	132.66666666666666	0.0196078431372549	0.00014779781259237365
IPR001499	GPCR_STE3	1	['Ste3']	['P06783']	132.66666666666666	0.0196078431372549	0.00014779781259237365
IPR021106	Ste5_Fus3-bd_dom	1	['Ste5']	['P32917']	132.66666666666666	0.0196078431372549	0.00014779781259237365
IPR021651	Ste5_Fus-binding	1	['Ste5']	['P32917']	132.66666666666666	0.0196078431372549	0.00014779781259237365
IPR001632	Gprotein_B	4	['Ste4', 'Ste4', 'Ste4', 'Ste4']	['P18851', 'P18851', 'P18851', 'P18851']	132.66666666666666	0.0784313725490196	0.0005911912503694946
IPR015898	G-protein_gamma-like_dom	1	['Ste18']	['P18852']	132.66666666666666	0.0196078431372549	0.00014779781259237365
IPR000095	CRIB_dom	2	['Ste20', 'Cla4']	['Q03497', 'P48562']	53.06666666666667	0.0392156862745098	0.0007389890629618681
IPR001660	SAM	1	['Ste11']	['P23561']	33.166666666666664	0.0196078431372549	0.0005911912503694946
IPR029458	Ras-bd_By2	1	['Ste11']	['P23561']	132.66666666666666	0.0196078431372549	0.00014779781259237365
IPR001841	Znf_RING	1	['Far1']	['P21268']	3.685185185185185	0.0196078431372549	0.0053207212533254505
IPR000198	RhoGAP_dom	4	['Bem2', 'Bem3', 'Rga1', 'Rga2']	['P39960', 'P32873', 'P39083', 'Q06407']	48.24242424242424	0.0784313725490196	0.00162577593851611
IPR000651	Ras-like_Gua-exchang_fac_N	2	['Bem2', 'Bud5']	['P39960', 'P25300']	53.06666666666667	0.0392156862745098	0.0007389890629618681
IPR001849	PH_domain	5	['Bem2', 'Bem3', 'Cla4', 'Cdc24', 'Bud4']	['P39960', 'P32873', 'P48562', 'P11433', 'P47136']	21.397849462365592	0.09803921568627451	0.004581732190363582
IPR001895	RASGEF_cat_dom	2	['Bem2', 'Bud5']	['P39960', 'P25300']	53.06666666666667	0.0392156862745098	0.0007389890629618681
IPR001683	PX_dom	2	['Bem3', 'Bem1']	['P32873', 'P29366']	17.68888888888889	0.0392156862745098	0.0022169671888856044
IPR000406	Rho_GDI	1	['Rdi1']	['Q12434']	132.66666666666666	0.0196078431372549	0.00014779781259237365
IPR005225	Small_GTP-bd	3	['Cdc42', 'Rho1', 'Rsr1']	['P19073', 'P06780', 'P13856']	11.371428571428572	0.058823529411764705	0.005172923440733077
IPR000219	DH-domain	2	['Cdc24', 'Bud3']	['P11433', 'P25558']	44.22222222222222	0.0392156862745098	0.0008867868755542418
IPR000270	PB1_dom	2	['Cdc24', 'Bem1']	['P11433', 'P29366']	132.66666666666666	0.0392156862745098	0.0002955956251847473
IPR001715	CH_dom	1	['Cdc24']	['P11433']	16.583333333333332	0.0196078431372549	0.0011823825007389892
IPR001452	SH3_domain	2	['Bem1', 'Bem1']	['P29366', 'P29366']	9.476190476190476	0.0392156862745098	0.004138338752586462
IPR001781	Znf_LIM	4	['Rga1', 'Rga1', 'Rga2', 'Rga2']	['P39083', 'P39083', 'Q06407', 'Q06407']	58.96296296296296	0.0784313725490196	0.0013301803133313626
IPR005613	AIP3_C	1	['Bud6']	['P41697']	132.66666666666666	0.0196078431372549	0.00014779781259237365
IPR013724	GIT_SHD	4	['Spa2', 'Spa2', 'Spa2', 'Spa2']	['P23201', 'P23201', 'P23201', 'P23201']	88.44444444444444	0.0784313725490196	0.0008867868755542418
IPR022018	GIT1_C	1	['Spa2']	['P23201']	132.66666666666666	0.0196078431372549	0.00014779781259237365
IPR010472	FH3_dom	1	['Bni1']	['P41832']	132.66666666666666	0.0196078431372549	0.00014779781259237365
IPR010473	GTPase-bd	2	['Bni1', 'Bnr1']	['P41832', 'P40450']	132.66666666666666	0.0392156862745098	0.0002955956251847473
IPR014767	DAD_dom	2	['Bni1', 'Bnr1']	['P41832', 'P40450']	132.66666666666666	0.0392156862745098	0.0002955956251847473
IPR015425	FH2_Formin	2	['Bni1', 'Bnr1']	['P41832', 'P40450']	132.66666666666666	0.0392156862745098	0.0002955956251847473
IPR014768	GBD/FH3_dom	1	['Bnr1']	['P40450']	132.66666666666666	0.0196078431372549	0.00014779781259237365
IPR004000	Actin	3	['Act1', 'Arp2', 'Arp3']	['P60010', 'P32381', 'P47117']	36.18181818181818	0.058823529411764705	0.00162577593851611
IPR013809	ENTH	2	['Ent1', 'Ent2']	['Q12518', 'Q05785']	53.06666666666667	0.0392156862745098	0.0007389890629618681
IPR000008	C2_dom	1	['Bud2']	['P33314']	6.03030303030303	0.0196078431372549	0.00325155187703222
IPR001936	RasGAP_dom	1	['Bud2']	['P33314']	33.166666666666664	0.0196078431372549	0.0005911912503694946
IPR021895	Bud3_N	1	['Bud3']	['P25558']	132.66666666666666	0.0196078431372549	0.00014779781259237365
IPR006644	Cadg	4	['Axl2', 'Axl2', 'Axl2', 'Axl2']	['P38928', 'P38928', 'P38928', 'P38928']	132.66666666666666	0.0784313725490196	0.0005911912503694946
IPR011765	Pept_M16_N	1	['Axl1']	['P40851']	16.583333333333332	0.0196078431372549	0.0011823825007389892
IPR024982	Rax2-like_C	1	['Rax2']	['Q12465']	132.66666666666666	0.0196078431372549	0.00014779781259237365
IPR048265	Rax2-like_third	1	['Rax2']	['Q12465']	132.66666666666666	0.0196078431372549	0.00014779781259237365
IPR048266	Rax2-like_second	1	['Rax2']	['Q12465']	132.66666666666666	0.0196078431372549	0.00014779781259237365
IPR016137	RGS	1	['Rax1']	['Q08760']	44.22222222222222	0.0196078431372549	0.0004433934377771209
