Domain Accession	Domain name	Count	Proteins	Accession proteins	N_dl/N_pl / N_dy/N_py	N_d_list/N_p_list	N_d_yeast/N_p_yeast
IPR005225	Small_GTP-bd	8	['RHO2', 'RSR1', 'CDC42', 'ARP1', 'ARF3', 'RHO5', 'RHO3', 'RHO4']	['P06781', 'P13856', 'P19073', 'Q02804', 'P40994', 'P53879', 'Q00245', 'Q00246']	13.565914786967419	0.07017543859649122	0.005172923440733077
IPR000719	Prot_kinase_dom	7	['SNF1', 'PHO85', 'CLA4', 'BUD32', 'CBK1', 'BCK1', 'STE20']	['P06782', 'P17157', 'P48562', 'P53323', 'P53894', 'Q01389', 'Q03497']	3.5208147487362473	0.06140350877192982	0.01744014188590009
IPR013896	SNF1_UBA	1	['SNF1']	['P06782']	59.350877192982445	0.008771929824561403	0.00014779781259237365
IPR032270	AMPK_C	1	['SNF1']	['P06782']	59.350877192982445	0.008771929824561403	0.00014779781259237365
IPR000219	DH-domain	3	['CDC24', 'BUD3', 'ROM2']	['P11433', 'P25558', 'P51862']	29.675438596491226	0.02631578947368421	0.0008867868755542418
IPR000270	PB1_dom	2	['CDC24', 'BEM1']	['P11433', 'P29366']	59.350877192982445	0.017543859649122806	0.0002955956251847473
IPR001715	CH_dom	1	['CDC24']	['P11433']	7.418859649122806	0.008771929824561403	0.0011823825007389892
IPR001849	PH_domain	8	['CDC24', 'BEM3', 'SWH1', 'OSH3', 'SLM1', 'BUD4', 'CLA4', 'OSH2']	['P11433', 'P32873', 'P35845', 'P38713', 'P40485', 'P47136', 'P48562', 'Q12451']	15.316355404640634	0.07017543859649122	0.004581732190363582
IPR000938	CAP-Gly_domain	2	['BIK1', 'NIP100']	['P11709', 'P33420']	29.675438596491222	0.017543859649122806	0.0005911912503694946
IPR001609	Myosin_head_motor_dom	3	['MYO2', 'MYO3', 'MYO5']	['P19524', 'P36006', 'Q04439']	35.61052631578947	0.02631578947368421	0.0007389890629618681
IPR002710	Dilute_dom	1	['MYO2']	['P19524']	19.78362573099415	0.008771929824561403	0.0004433934377771209
IPR004009	Myosin_N	1	['MYO2']	['P19524']	19.78362573099415	0.008771929824561403	0.0004433934377771209
IPR046943	Fungal_Myo2/2A_CBD	1	['MYO2']	['P19524']	59.350877192982445	0.008771929824561403	0.00014779781259237365
IPR012965	Msb1/Mug8_dom	1	['MSB1']	['P21339']	59.350877192982445	0.008771929824561403	0.00014779781259237365
IPR013724	GIT_SHD	6	['SPA2', 'SPA2', 'SPA2', 'SPA2', 'SPH1', 'SPH1']	['P23201', 'P23201', 'P23201', 'P23201', 'Q06160', 'Q06160']	59.35087719298245	0.05263157894736842	0.0008867868755542418
IPR022018	GIT1_C	1	['SPA2']	['P23201']	59.350877192982445	0.008771929824561403	0.00014779781259237365
IPR000651	Ras-like_Gua-exchang_fac_N	1	['BUD5']	['P25300']	11.87017543859649	0.008771929824561403	0.0007389890629618681
IPR001895	RASGEF_cat_dom	1	['BUD5']	['P25300']	11.87017543859649	0.008771929824561403	0.0007389890629618681
IPR001748	BUD31	1	['BUD31']	['P25337']	59.350877192982445	0.008771929824561403	0.00014779781259237365
IPR021895	Bud3_N	1	['BUD3']	['P25558']	59.350877192982445	0.008771929824561403	0.00014779781259237365
IPR007148	SSU_processome_Utp12	1	['PWP2']	['P25635']	19.78362573099415	0.008771929824561403	0.0004433934377771209
IPR024977	Apc4-like_WD40_dom	1	['PWP2']	['P25635']	14.837719298245611	0.008771929824561403	0.0005911912503694946
IPR006671	Cyclin_N	1	['PCL2']	['P25693']	3.709429824561403	0.008771929824561403	0.0023647650014779783
IPR001452	SH3_domain	6	['BUD14', 'BEM1', 'BEM1', 'MYO3', 'SHO1', 'MYO5']	['P27637', 'P29366', 'P29366', 'P36006', 'P40073', 'Q04439']	12.718045112781953	0.05263157894736842	0.004138338752586462
IPR001683	PX_dom	2	['BEM1', 'BEM3']	['P29366', 'P32873']	7.913450292397661	0.017543859649122806	0.0022169671888856044
IPR039295	MSB2	2	['MSB2', 'HKR1']	['P32334', 'P41809']	59.350877192982445	0.017543859649122806	0.0002955956251847473
